Frame Number,time_relative,protocols,enb_ue_s1ap_id,cellidentity,mme_ue_s1ap_id,teid,IMSI
838,75.079310000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
839,75.079333000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
840,75.082203000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
841,75.082240000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
842,75.082243000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
843,75.082263000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
844,75.085175000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
845,75.085196000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
846,75.085208000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
847,75.085231000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
848,75.088110000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
849,75.088131000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
850,75.088149000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
851,75.088169000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
852,75.091036000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
853,75.091086000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
854,75.091119000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
855,75.091148000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
856,75.094001000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
857,75.094048000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
858,75.094081000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
859,75.094107000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
860,75.096953000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
861,75.096989000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
862,75.097017000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
863,75.097043000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
864,75.099896000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
865,75.099949000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
866,75.099983000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
867,75.100006000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
868,75.102851000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
869,75.102892000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
870,75.102924000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
871,75.102945000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
872,75.105850000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
873,75.105870000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
874,75.105891000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
875,75.105912000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
876,75.108752000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
877,75.108798000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
878,75.108830000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
879,75.108858000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
880,75.110599000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
881,75.110647000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
882,75.110658000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
883,75.110667000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
884,75.110673000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
885,75.110718000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
886,75.110742000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
887,75.110764000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
888,75.111689000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
889,75.111739000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
890,75.111767000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
891,75.111802000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
892,75.114690000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
893,75.114707000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
894,75.114729000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
895,75.114751000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
896,75.117606000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
897,75.117652000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
898,75.117686000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
899,75.117707000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
900,75.119710000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
901,75.119724000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
902,75.119751000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
903,75.119767000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
904,75.119771000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
905,75.119778000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
906,75.119850000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
907,75.119870000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
908,75.120559000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
909,75.120568000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
910,75.120600000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
911,75.120627000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
912,75.120632000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
913,75.120643000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
914,75.120647000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
915,75.120656000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
916,75.120673000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
917,75.120700000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
918,75.120719000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
919,75.120735000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
920,75.120752000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
921,75.120767000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
922,75.121613000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
923,75.121658000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
924,75.121676000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
925,75.121685000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
926,75.121691000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
927,75.121721000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
928,75.121740000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
929,75.121756000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
930,75.122378000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
931,75.122418000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
932,75.122448000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
933,75.122487000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
934,75.128576000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
935,75.128595000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
936,75.128598000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
937,75.128636000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
938,75.128656000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
939,75.128667000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
940,75.129562000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
941,75.129576000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
942,75.129579000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
943,75.129602000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
944,75.129621000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
945,75.129625000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
946,75.129633000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
947,75.129651000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
948,75.130660000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
949,75.130675000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
950,75.130678000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
951,75.130703000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
952,75.130721000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
953,75.130729000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
954,75.130732000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
955,75.130749000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
956,75.130767000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
957,75.132615000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
958,75.132650000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
959,75.132680000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
960,75.132718000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
961,75.134228000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
962,75.134265000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
963,75.134289000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
964,75.134322000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
965,75.135366000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
966,75.135421000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
967,75.135467000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
968,75.135492000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
969,75.135606000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
970,75.135643000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
971,75.135669000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
972,75.135708000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
973,75.137652000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
974,75.137698000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
975,75.137731000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
976,75.137752000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
977,75.138638000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
978,75.138675000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
979,75.138701000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
980,75.138738000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
981,75.139851000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
982,75.139898000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
983,75.139930000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
984,75.139953000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
985,75.143357000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
986,75.143380000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
987,75.143404000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
988,75.143447000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
989,75.144399000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
990,75.144444000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
991,75.144468000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
992,75.144489000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
993,75.146592000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
994,75.146615000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
995,75.146639000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
996,75.146662000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
997,75.148756000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
998,75.148776000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
999,75.148805000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1000,75.148832000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1001,75.150527000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1002,75.150578000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1003,75.150584000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1004,75.150650000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1005,75.150763000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1006,75.150783000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1007,75.150806000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1008,75.150838000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1009,75.152757000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1010,75.152795000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1011,75.152823000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1012,75.152850000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1013,75.154763000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
1014,75.154801000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1015,75.154829000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1016,75.154851000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1017,75.156822000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1018,75.156844000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1019,75.156867000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1020,75.156890000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1021,75.158806000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1022,75.158826000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1023,75.158849000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1024,75.158871000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1025,75.159553000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1026,75.159571000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1027,75.159592000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1028,75.159609000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1029,75.159612000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1030,75.159694000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1031,75.160665000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1032,75.160674000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1033,75.160680000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1034,75.160706000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1035,75.160722000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1036,75.160738000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1037,75.160844000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1038,75.160885000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1039,75.160908000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1040,75.160930000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1041,75.162814000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1042,75.162854000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1043,75.162885000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1044,75.162907000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1045,75.164842000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1046,75.164887000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1047,75.164919000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
1048,75.164940000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1049,75.166890000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1050,75.166912000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1051,75.166936000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1052,75.166956000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1053,75.168624000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1054,75.168642000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1055,75.168665000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1056,75.168681000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1057,75.168682000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1058,75.168691000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1059,75.168695000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1060,75.168711000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1061,75.168880000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1062,75.168895000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1063,75.168916000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1064,75.168944000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1065,75.169527000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1066,75.169580000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1067,75.169595000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1068,75.169601000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1069,75.169607000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1070,75.169611000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1071,75.169656000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1072,75.169688000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1073,75.169700000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1074,75.169710000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1075,75.170595000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1076,75.170604000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1077,75.170636000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1078,75.170655000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1079,75.170677000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1080,75.170688000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1081,75.170878000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1082,75.170914000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1083,75.170936000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1084,75.170983000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1085,75.171641000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1086,75.171687000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1087,75.171702000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1088,75.171721000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
1089,75.172899000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1090,75.172934000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1091,75.172958000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1092,75.173006000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1093,75.174961000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1094,75.174980000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1095,75.175003000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1096,75.175038000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1097,75.176934000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000002,
1098,75.176971000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1099,75.176988000,sll|ethertype|ip|udp|gtp|ip|tcp|tls|tls,1,0x00000101,1,0x00000002,
1100,75.177041000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00460003,
1101,75.177528000,sll|ethertype|ip|udp|gtp|ip|tcp,1,0x00000101,1,0x00000001,910540000001000
